City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
423,swakopmund,-22.6833,14.5333,18.38,82,50,5.2,NA,1704910485
424,al marj,32.488,20.8317,10.33,83,86,2.91,LY,1704910485
425,thinadhoo,0.5333,72.9333,27.99,77,100,3.59,MV,1704910486
426,eastham,41.8301,-69.9739,11.17,69,40,7.72,US,1704910486
427,dinas powys,51.4349,-3.214,4.73,82,20,3.6,GB,1704910486
428,farsan,32.2569,50.561,6.02,32,0,3.6,IR,1704910486
429,linxia chengguanzhen,35.6003,103.2064,-0.64,26,0,0.79,CN,1704910192
430,iranshahr,27.2025,60.6848,14.19,14,0,2.06,IR,1704910486
431,melo,-32.3667,-54.1833,27.28,68,100,3.55,UY,1704910486
432,abu qurqas,27.9312,30.8384,14.63,47,1,3.97,EG,1704910486
433,alaghsas,17.0187,8.0168,24.94,10,0,5.14,NE,1704910486
434,holyhead,53.3062,-4.6321,6.0,81,100,5.66,GB,1704910487
435,tambopata,-12.7333,-69.1833,32.94,62,40,4.12,PE,1704910487
436,gadzhiyevo,69.2551,33.3362,-6.57,71,100,12.34,RU,1704910488
437,turpan,42.9333,89.1667,-2.67,60,69,0.3,CN,1704910488
438,bikenibeu village,1.3673,173.1241,27.98,89,40,3.6,KI,1704910488
439,bamyan,34.75,67.25,-8.86,49,5,2.77,AF,1704910339
440,lagoa,39.05,-27.9833,17.37,86,100,17.68,PT,1704910279
441,kruisfontein,-34.0033,24.7314,19.94,93,97,5.35,ZA,1704910488
442,necochea,-38.5473,-58.7368,23.17,45,8,5.63,AR,1704910488
443,ingeniero jacobacci,-41.3427,-69.5448,23.01,14,0,3.15,AR,1704910489
444,onega,63.9061,38.1404,-10.86,96,100,1.51,RU,1704910489
445,lompoc,34.6391,-120.4579,13.9,58,0,7.2,US,1704910489
446,lucapa,-8.4192,20.7447,20.51,93,96,1.31,AO,1704910489
447,saint-felix-de-valois,46.1668,-73.4324,1.25,97,100,0.45,CA,1704910489
448,la sarre,48.8002,-79.1996,-6.61,93,100,5.51,CA,1704910475
449,myeik,12.4333,98.6,24.18,80,49,1.56,MM,1704910489
450,coquimbo,-29.9533,-71.3436,19.85,68,20,6.17,CL,1704910489
451,nguigmi,14.2495,13.1092,24.31,15,0,4.88,NE,1704910489
452,severo-yeniseyskiy,60.3725,93.0408,-31.35,100,36,1.79,RU,1704910490
453,goroka,-6.0834,145.3873,17.31,98,100,0.7,PG,1704910490
454,nacozari viejo,30.4,-109.65,10.94,16,5,3.0,MX,1704910490
455,marat,25.0701,45.4615,17.43,15,97,4.55,SA,1704910490
456,laojunmiao,39.8333,97.7333,-2.06,17,8,2.01,CN,1704910490
457,reichshoffen,48.9333,7.6667,-0.8,47,44,2.44,FR,1704910490
458,pimentel,-6.8367,-79.9342,27.16,65,0,7.72,PE,1704910490
459,dedovichi,57.5517,29.9502,0.73,97,100,6.7,RU,1704910491
460,morant bay,17.8815,-76.4093,30.95,86,66,6.63,JM,1704910491
461,mamuju,-2.6748,118.8885,26.25,86,97,3.16,ID,1704910491
462,pitimbu,-7.4706,-34.8086,30.33,63,68,4.79,BR,1704910491
463,lan sak,15.4529,99.5761,25.19,60,21,1.75,TH,1704910491
464,pachino,36.7186,15.0907,13.14,80,99,3.01,IT,1704910491
465,wagar,16.1525,36.2032,28.74,27,6,4.01,SD,1704910491
466,bonthe,7.5264,-12.505,28.7,72,37,5.55,SL,1704910492
467,nantucket,41.2835,-70.0995,11.08,76,40,9.26,US,1704910394
468,ipueiras,-7.0333,-40.45,30.69,44,85,2.71,BR,1704910492
469,sogndal,61.2283,7.1003,-5.79,86,0,0.0,NO,1704910492
470,atchison,39.563,-95.1216,0.28,86,75,5.95,US,1704910492
471,xilin hot,43.9667,116.0333,-9.54,84,75,4.75,CN,1704910492
472,akureyri,65.6835,-18.0878,2.96,70,0,7.2,IS,1704910492
473,al muwayh,22.4333,41.7583,19.35,14,86,4.38,SA,1704910492
474,san fernando de apure,7.8878,-67.4724,33.07,45,94,4.64,VE,1704910492
475,takehara,34.3383,132.9167,4.62,78,35,3.02,JP,1704910493
476,tikhvin,59.6451,33.5294,-6.55,95,100,4.04,RU,1704910493
477,camiri,-20.05,-63.5167,36.88,30,94,2.57,BO,1704910493
478,ca mau,9.1769,105.15,24.51,83,86,2.9,VN,1704910493
479,mishan,45.55,131.8833,-14.17,96,100,0.66,CN,1704910493
480,yakutsk,62.0339,129.7331,-45.58,63,93,2.0,RU,1704910221
481,saint-pierre,-21.3393,55.4781,25.82,73,0,7.2,RE,1704910493
482,altamira,-3.2033,-52.2064,34.2,39,96,2.13,BR,1704910248
483,barcelos,41.5388,-8.6151,13.08,92,100,0.58,PT,1704910493
484,tumpat,6.1978,102.171,26.99,83,20,3.6,MY,1704910494
485,vilhena,-12.7406,-60.1458,26.12,78,75,4.63,BR,1704910494
486,mineros,-17.1167,-63.2333,34.36,47,68,4.47,BO,1704910494
487,weining,26.85,104.2333,4.64,93,100,1.79,CN,1704910494
488,mount gambier,-37.8333,140.7667,12.67,97,20,1.21,AU,1704910494
489,ponta delgada,37.7333,-25.6667,19.4,88,75,13.89,PT,1704910494
490,nyiradony,47.6975,21.9188,-6.32,40,0,0.3,HU,1704910495
491,makoua,0.0069,15.6333,27.78,55,96,1.16,CG,1704910495
492,planaltina,-15.4528,-47.6142,25.03,68,100,2.05,BR,1704910206
493,quepos,9.4236,-84.1652,30.06,65,7,2.76,CR,1704910495
494,velikiy ustyug,60.7644,46.3106,-14.79,96,98,2.67,RU,1704910495
495,tozkhurmato,34.8905,44.6299,12.64,55,83,4.55,IQ,1704910495
496,massawa,15.6097,39.45,27.43,62,22,2.14,ER,1704910495
497,kitimat,54.0524,-128.6534,-6.79,45,79,1.96,CA,1704910495
498,gornopravdinsk,60.05,69.9,-19.1,96,100,5.15,RU,1704910495
499,kapoeta,4.7717,33.5903,31.54,26,87,3.33,SS,1704910496
500,portland,45.5234,-122.6762,4.99,93,75,5.66,US,1704910220
501,nejo,9.5,35.5,17.8,38,49,1.96,ET,1704910500
502,san julian,21.0167,-102.1667,18.42,26,100,6.67,MX,1704910500
503,tannum sands,-23.9504,151.3693,24.94,83,100,1.54,AU,1704910500
504,basco,20.4487,121.9702,21.42,72,85,14.41,PH,1704910500
505,gasa,31.5,34.4667,14.93,51,25,4.64,PS,1704910500
506,smithers,54.7804,-127.1743,-10.82,92,100,1.03,CA,1704910501
507,craig,40.5153,-107.5464,-5.03,54,0,7.2,US,1704910501
508,holualoa,19.6228,-155.9522,19.91,98,100,6.17,US,1704910501
509,nha trang,12.25,109.1833,25.0,89,88,2.78,VN,1704910501
510,richards bay,-28.783,32.0377,24.63,84,67,4.4,ZA,1704910502
511,munsan,37.8594,126.785,-4.02,89,22,1.05,KR,1704910502
512,kone,-21.0595,164.8658,23.86,89,99,2.19,NC,1704910502
513,mumbwa,-14.9783,27.0619,19.95,96,99,0.93,ZM,1704910503
514,tvoroyri,61.5556,-6.8111,6.26,67,16,3.21,FO,1704910503
515,bluefields,12.0137,-83.7635,29.5,64,22,2.84,NI,1704910504
516,n'dalatando,-9.2978,14.9116,21.43,87,94,2.03,AO,1704910504
517,el copey,10.1503,-73.9614,38.34,25,4,2.27,CO,1704910504
518,amuntai,-2.4177,115.2494,24.34,96,98,0.24,ID,1704910504
519,mesolongi,38.3702,21.4295,11.05,70,28,5.55,GR,1704910505
520,papao,-17.75,-149.55,25.82,77,98,7.98,PF,1704910505
521,hirara,24.8,125.2833,15.15,55,100,10.29,JP,1704910505
522,agios nikolaos,35.1914,25.7133,12.09,67,94,11.88,GR,1704910506
523,mirny,62.5353,113.9611,-31.19,100,96,1.54,RU,1704910506
524,oodweyne,9.4092,45.064,16.36,71,3,4.93,SO,1704910507
525,belmonte,-15.8631,-38.8828,28.51,64,95,3.36,BR,1704910507
526,dalandzadgad,43.5708,104.425,-7.72,76,7,3.13,MN,1704910508
527,motueka,-41.1333,173.0167,15.05,77,92,1.25,NZ,1704910359
528,vinh,18.6667,105.6667,21.13,92,83,0.83,VN,1704910508
529,worland,44.0169,-107.9554,-2.36,58,0,2.24,US,1704910509
530,carnarvon,-24.8667,113.6333,23.4,80,1,9.29,AU,1704910509
531,tinajo,29.0788,-13.7081,19.49,83,40,6.69,ES,1704910509
532,oyama,36.3,139.8,5.88,50,84,3.59,JP,1704910509
533,flying fish cove,-10.4217,105.6791,26.82,89,100,2.06,CX,1704910510
534,ezhou,30.4,114.8333,7.56,65,9,3.39,CN,1704910510
535,aver-o-mar,41.4078,-8.7812,13.31,88,75,1.54,PT,1704910510
536,wittingen,52.7269,10.7361,-4.45,83,0,1.97,DE,1704910511
537,tefe,-3.3542,-64.7114,29.06,79,40,0.0,BR,1704910511
538,norilsk,69.3535,88.2027,-28.77,95,64,2.44,RU,1704910511
539,batticaloa,7.7102,81.6924,25.77,84,100,4.93,LK,1704910511
540,tucupita,9.0622,-62.051,31.56,53,99,3.27,VE,1704910512
541,sanghar,26.0466,68.9481,15.2,29,0,3.0,PK,1704910512
542,fort mcmurray,56.7268,-111.381,-29.23,69,0,2.57,CA,1704910512
543,general conesa,-40.1,-64.4333,24.86,19,0,8.82,AR,1704910513
544,horqueta,-23.3428,-57.0597,42.83,21,68,3.49,PY,1704910513
545,mogadishu,2.0371,45.3438,25.97,79,46,10.26,SO,1704910513
546,olecko,54.0337,22.507,-0.4,97,100,6.55,PL,1704910514
547,yacuiba,-22.038,-63.6797,39.43,53,70,5.14,BO,1704910514
548,arraial do cabo,-22.9661,-42.0278,33.98,70,20,7.72,BR,1704910514
549,puerto leguizamo,-0.1934,-74.7819,34.91,36,50,1.79,CO,1704910514
550,rio brilhante,-21.8019,-54.5464,39.94,21,53,3.31,BR,1704910514
551,ribeira brava,32.65,-17.0667,20.56,89,66,4.42,PT,1704910515
552,muisne,0.6,-80.0333,25.68,87,97,3.65,EC,1704910515
553,guarena,38.8595,-6.0999,8.83,87,97,2.49,ES,1704910515
554,la gomera,14.0833,-91.05,32.31,45,4,2.84,GT,1704910516
555,gonabad,34.3529,58.6837,8.74,25,16,0.97,IR,1704910516
556,farasan,16.7022,42.1183,26.2,63,34,3.56,SA,1704910517
557,hotan,37.0997,79.9269,0.59,35,0,2.82,CN,1704910517
558,nchelenge,-9.3451,28.734,21.48,88,100,4.36,ZM,1704910517
559,ouezzane,34.7971,-5.5822,12.58,86,68,1.04,MA,1704910517
560,sinjai,-5.1241,120.253,25.24,87,100,1.8,ID,1704910517
